0;;
1;;
2;;
3;;
4;;
5;;
6;;
7;;
8;;
9;;
10;;
11;;
12;[9.99999724e-01 6.60154094e-05 7.39858508e-04 7.92945474e-04] [-6.69979498e-05  9.99999116e-01  1.32806510e-03 -3.39725945e-02] [-7.39770181e-04 -1.32811430e-03  9.99998844e-01  1.79097489e+00] [0. 0. 0. 1.];[9.99999724e-01 6.60154094e-05 7.39858508e-04 7.92945474e-04] [-6.69979498e-05  9.99999116e-01  1.32806510e-03 -3.39725945e-02] [-7.39770181e-04 -1.32811430e-03  9.99998844e-01  1.79097489e+00] [0. 0. 0. 1.]
13;[9.99999724e-01 6.60154094e-05 7.39858508e-04 7.92945474e-04] [-6.69979498e-05  9.99999116e-01  1.32806510e-03 -3.39725945e-02] [-7.39770181e-04 -1.32811430e-03  9.99998844e-01  1.79097489e+00] [0. 0. 0. 1.];[ 9.99998290e-01  1.83672730e-03 -2.14896659e-04  2.87083804e-02] [-1.83688205e-03  9.99998052e-01 -7.22118774e-04 -3.37819661e-02] [2.13569905e-04 7.22512279e-04 9.99999716e-01 2.68720066e+00] [0. 0. 0. 1.]
14;[9.99997447e-01 2.14656356e-03 7.05503139e-04 1.36490685e-02] [-2.14658398e-03  9.99997696e-01  2.81819367e-05 -4.50759014e-02] [-7.05441019e-04 -2.96962865e-05  9.99999751e-01  2.69904592e+00] [0. 0. 0. 1.];[ 9.99997370e-01  2.22367184e-03 -5.61737815e-04  1.59371788e-02] [-0.00222534  0.99999304 -0.00299379 -0.05379804] [5.55076707e-04 2.99502905e-03 9.99995361e-01 3.57621921e+00] [0. 0. 0. 1.]
15;[ 9.99995712e-01  2.86302346e-03 -6.14994985e-04  2.09901015e-02] [-0.00286451  0.99999294 -0.00243009 -0.06049523] [6.08033248e-04 2.43183895e-03 9.99996858e-01 3.56702897e+00] [0. 0. 0. 1.];[ 0.99999772  0.00115169 -0.0017986   0.00802458] [-0.00116142  0.99998463 -0.00542045 -0.0910267 ] [1.79232895e-03 5.42252993e-03 9.99983692e-01 4.47782952e+00] [0. 0. 0. 1.]
16;[ 0.99999248  0.00290889 -0.00256369  0.03103027] [-0.0029232   0.99998008 -0.00559491 -0.07280677] [2.54736026e-03 5.60236613e-03 9.99981062e-01 4.48639324e+00] [0. 0. 0. 1.];[ 0.99998028  0.00381575 -0.00498878  0.06304007] [-0.00385522  0.99996116 -0.00792562 -0.1014194 ] [4.95834309e-03 7.94469241e-03 9.99956147e-01 5.35858480e+00] [0. 0. 0. 1.]
