0;;
1;;
2;;
3;;
4;;
5;;
6;;
7;;
8;;
9;;
10;;
11;;
12;[ 9.99994946e-01  3.14843787e-03  4.41896343e-04 -1.87826107e-02] [-3.14853224e-03  9.99995021e-01  2.13026949e-04 -3.09736166e-02] [-4.41223441e-04 -2.14417197e-04  9.99999880e-01  1.51247952e+00] [0. 0. 0. 1.];[ 9.99994946e-01  3.14843787e-03  4.41896343e-04 -1.87826107e-02] [-3.14853224e-03  9.99995021e-01  2.13026949e-04 -3.09736166e-02] [-4.41223441e-04 -2.14417197e-04  9.99999880e-01  1.51247952e+00] [0. 0. 0. 1.]
13;[ 9.99998485e-01  1.69298235e-03  4.05282670e-04 -2.01400075e-02] [-1.69299795e-03  9.99998566e-01  3.81398986e-05 -4.56543749e-02] [-4.05217518e-04 -3.88259836e-05  9.99999917e-01  2.26923717e+00] [0. 0. 0. 1.];[ 9.99998485e-01  1.69298235e-03  4.05282670e-04 -2.01400075e-02] [-1.69299795e-03  9.99998566e-01  3.81398986e-05 -4.56543749e-02] [-4.05217518e-04 -3.88259836e-05  9.99999917e-01  2.26923717e+00] [0. 0. 0. 1.]
14;[ 9.99999649e-01  7.38064214e-04  3.96744590e-04 -1.81257549e-02] [-7.37924655e-04  9.99999666e-01 -3.51793202e-04 -4.01538386e-02] [-3.97004103e-04  3.51500311e-04  9.99999859e-01  2.27491465e+00] [0. 0. 0. 1.];[ 0.99999745  0.00176339  0.00141432 -0.05061263] [-0.0017664   0.99999616  0.00213399 -0.07812213] [-1.41054965e-03 -2.13647870e-03  9.99996723e-01  2.99468468e+00] [0. 0. 0. 1.]
15;[ 9.99998586e-01  1.43983347e-03  8.69411426e-04 -3.39923646e-02] [-0.00144111  0.99999789  0.0014673  -0.06591115] [-8.67296922e-04 -1.46854913e-03  9.99998546e-01  2.99806070e+00] [0. 0. 0. 1.];[ 0.99999708  0.00173954  0.00167707 -0.05915792] [-0.00174314  0.99999617  0.0021486  -0.07588944] [-1.67332256e-03 -2.15151548e-03  9.99996285e-01  3.75354830e+00] [0. 0. 0. 1.]
16;[ 9.99998887e-01  1.40896206e-03  4.91214691e-04 -2.65016484e-02] [-0.00140984  0.99999738  0.00180128 -0.06533415] [-4.88675475e-04 -1.80196738e-03  9.99998257e-01  3.73616922e+00] [0. 0. 0. 1.];[ 0.99999779  0.00167663  0.0012715  -0.05314502] [-0.00168002  0.99999501  0.00267483 -0.085562  ] [-1.26700852e-03 -2.67696191e-03  9.99995614e-01  4.47214043e+00] [0. 0. 0. 1.]
