0;;
1;;
2;;
3;;
4;;
5;;
6;;
7;;
8;;
9;;
10;;
11;;
12;[ 0.99984758  0.01142114 -0.01320542 -0.03641468] [-0.01148347  0.99992323 -0.00465405 -0.00963343] [0.01315126 0.00480499 0.99990197 0.95169627] [0. 0. 0. 1.];[ 0.99984758  0.01142114 -0.01320542 -0.03641468] [-0.01148347  0.99992323 -0.00465405 -0.00963343] [0.01315126 0.00480499 0.99990197 0.95169627] [0. 0. 0. 1.]
13;[ 0.99984758  0.01142114 -0.01320542 -0.03641468] [-0.01148347  0.99992323 -0.00465405 -0.00963343] [0.01315126 0.00480499 0.99990197 0.95169627] [0. 0. 0. 1.];[ 0.99975948  0.01351357 -0.01727317 -0.05400965] [-0.01347829  0.99990684  0.00215712 -0.01302086] [ 0.01730071 -0.00192379  0.99984848  1.42203178] [0. 0. 0. 1.]
14;[ 0.9997525   0.01417121 -0.01714958 -0.05626388] [-0.01413265  0.99989733  0.00236765 -0.01033387] [ 0.01718138 -0.0021247   0.99985013  1.42021618] [0. 0. 0. 1.];[ 0.9997254   0.01318472 -0.01937239 -0.05819796] [-0.01298735  0.99986283  0.01027872 -0.00661222] [ 0.01950525 -0.01002431  0.9997595   1.89953306] [0. 0. 0. 1.]
15;[ 0.9997525   0.01417121 -0.01714958 -0.05626388] [-0.01413265  0.99989733  0.00236765 -0.01033387] [ 0.01718138 -0.0021247   0.99985013  1.42021618] [0. 0. 0. 1.];[ 0.9996757   0.01601983 -0.0197957  -0.07109603] [-0.01558574  0.99963886  0.02189143 -0.00868211] [ 0.02013925 -0.0215758   0.99956435  2.38549585] [0. 0. 0. 1.]
16;[ 0.99967318  0.01617841 -0.01979398 -0.06625942] [-0.01573851  0.99963008  0.02218129 -0.01251341] [ 0.02014552 -0.02186252  0.999558    2.3890177 ] [0. 0. 0. 1.];[ 0.99955358  0.02245896 -0.01970387 -0.09542929] [-0.02175633  0.99914424  0.0351773  -0.01496666] [ 0.02047705 -0.03473291  0.99918683  2.87739933] [0. 0. 0. 1.]
17;[ 0.99954334  0.02280049 -0.01983053 -0.09098574] [-0.02209634  0.99914193  0.0350308  -0.01125414] [ 0.02061223 -0.03457662  0.99918947  2.87353308] [0. 0. 0. 1.];[ 0.99939962  0.02831407 -0.01996783 -0.11012252] [-0.02738959  0.99860493  0.04514421 -0.00523155] [ 0.02121819 -0.04457019  0.9987809   3.36291813] [0. 0. 0. 1.]
18;[ 0.99938623  0.02822843 -0.02074406 -0.09400244] [-0.02727207  0.99861361  0.04502334 -0.00364611] [ 0.02198624 -0.04442997  0.99877054  3.359414  ] [0. 0. 0. 1.];[ 0.99939074  0.02833902 -0.02037294 -0.12308611] [-0.02725893  0.99830245  0.05147017  0.0097054 ] [ 0.02179697 -0.05088346  0.99846671  3.84228401] [0. 0. 0. 1.]
