0;;
1;;
2;;
3;;
4;;
5;;
6;;
7;;
8;;
9;;
10;;
11;;
12;;
13;;
14;;
15;;
16;;
17;;
18;;
19;;
20;;
21;;
22;;
23;;
24;;
25;;
26;;
27;;
28;;
29;;
30;;
31;;
32;;
33;;
34;;
35;;
36;;
37;;
38;;
39;;
40;;
41;;
42;;
43;;
44;;
45;;
46;;
47;;
48;;
49;;
50;;
51;;
52;;
53;;
54;;
55;;
56;;
57;;
58;;
59;;
60;;
61;;
62;;
63;;
64;;
65;;
66;;
67;;
68;;
69;;
70;;
71;;
72;;
73;;
74;;
75;[ 0.99994767 -0.00935335  0.00414449  0.02479328] [0.0093404  0.99995147 0.00313395 0.01043149] [-0.00417361 -0.00309507  0.9999865   0.99103324] [0. 0. 0. 1.];[ 0.99994767 -0.00935335  0.00414449  0.02479328] [0.0093404  0.99995147 0.00313395 0.01043149] [-0.00417361 -0.00309507  0.9999865   0.99103324] [0. 0. 0. 1.]
76;[ 0.99996435 -0.00687358  0.00490484  0.04909417] [0.00686718 0.99997555 0.00132157 0.01098316] [-0.0049138  -0.00128784  0.9999871   1.2111081 ] [0. 0. 0. 1.];[ 0.99996435 -0.00687358  0.00490484  0.04909417] [0.00686718 0.99997555 0.00132157 0.01098316] [-0.0049138  -0.00128784  0.9999871   1.2111081 ] [0. 0. 0. 1.]
77;[ 0.99995871 -0.00712417  0.00564189  0.02462071] [0.00711629 0.99997368 0.00141551 0.00784691] [-0.00565182 -0.0013753   0.99998308  1.19457208] [0. 0. 0. 1.];[ 0.99996629 -0.00265315  0.00777054  0.04379388] [ 0.00268922  0.99998564 -0.00463588  0.0139836 ] [-0.00775813  0.00465662  0.99995906  1.41642275] [0. 0. 0. 1.]
78;[ 0.99995871 -0.00712417  0.00564189  0.02462071] [0.00711629 0.99997368 0.00141551 0.00784691] [-0.00565182 -0.0013753   0.99998308  1.19457208] [0. 0. 0. 1.];[9.99952278e-01 9.94700425e-04 9.71866367e-03 6.93797399e-02] [-8.83289746e-04  9.99933929e-01 -1.14611550e-02  1.19890506e-02] [-0.00972942  0.01145202  0.99988709  1.64220716] [0. 0. 0. 1.]
79;[0.99993846 0.0014695  0.0109963  0.02204967] [-0.00134275  0.99993269 -0.01152472  0.01125982] [-0.01101249  0.01150924  0.99987312  1.61583681] [0. 0. 0. 1.];[ 0.99991166 -0.00223915  0.01310216  0.09752658] [ 0.00246959  0.99984209 -0.01759841  0.01292994] [-0.01306068  0.01762921  0.99975929  1.8797135 ] [0. 0. 0. 1.]
