0;;
1;;
2;;
3;;
4;;
5;;
6;;
7;;
8;;
9;;
10;;
11;;
12;[ 9.99995951e-01  5.07356887e-04 -2.80010948e-03  1.06373171e-02] [-5.04641097e-04  9.99999402e-01  9.70508308e-04  5.26650281e-03] [ 2.80060020e-03 -9.69091328e-04  9.99995609e-01  1.18656419e+00] [0. 0. 0. 1.];[ 9.99995951e-01  5.07356887e-04 -2.80010948e-03  1.06373171e-02] [-5.04641097e-04  9.99999402e-01  9.70508308e-04  5.26650281e-03] [ 2.80060020e-03 -9.69091328e-04  9.99995609e-01  1.18656419e+00] [0. 0. 0. 1.]
13;[ 9.99995951e-01  5.07356887e-04 -2.80010948e-03  1.06373171e-02] [-5.04641097e-04  9.99999402e-01  9.70508308e-04  5.26650281e-03] [ 2.80060020e-03 -9.69091328e-04  9.99995609e-01  1.18656419e+00] [0. 0. 0. 1.];[ 9.99990457e-01 -6.93344438e-05 -4.36824779e-03  1.24939706e-02] [ 7.47656696e-05  9.99999224e-01  1.24319096e-03 -1.82837970e-03] [ 4.36815821e-03 -1.24350569e-03  9.99989686e-01  1.76830915e+00] [0. 0. 0. 1.]
14;[ 9.99994726e-01 -6.60955718e-05 -3.24718523e-03 -1.87437641e-02] [6.90207429e-05 9.99999592e-01 9.00729059e-04 3.90454762e-03] [ 3.24712437e-03 -9.00948432e-04  9.99994322e-01  1.76423764e+00] [0. 0. 0. 1.];[ 0.99997989  0.00149733 -0.00616216  0.02247216] [-0.00148842  0.99999784  0.0014511   0.00544122] [ 6.16431961e-03 -1.44189895e-03  9.99979961e-01  2.35624088e+00] [0. 0. 0. 1.]
15;[ 9.99983990e-01  1.89425291e-03 -5.33220924e-03 -1.98254505e-04] [-0.00188683  0.99999724  0.00139688  0.00648912] [ 5.33484060e-03 -1.38679910e-03  9.99984808e-01  2.35764490e+00] [0. 0. 0. 1.];[ 0.99997935  0.00256813 -0.00589071 -0.02155456] [-0.00255937  0.99999561  0.00149358  0.00648291] [ 5.89451910e-03 -1.47847538e-03  9.99981534e-01  2.93938961e+00] [0. 0. 0. 1.]
16;[ 0.99998342  0.00266742 -0.00510361 -0.04913078] [-0.00265736  0.99999452  0.00197573  0.00258919] [ 5.10885399e-03 -1.96213836e-03  9.99985025e-01  2.91962972e+00] [0. 0. 0. 1.];[ 0.99995729  0.00448041 -0.00808387 -0.00895921] [-0.00446692  0.9999886   0.00168587  0.00860588] [ 8.09133367e-03 -1.64968721e-03  9.99965904e-01  3.51880022e+00] [0. 0. 0. 1.]
