lat,lon,alt,roll,pitch,yaw,vn,ve,vf,vl,vu,ax,ay,ay,af,al,au,wx,wy,wz,wf,wl,wu,pos_accuracy,vel_accuracy,navstat,numsats,posmode,velmode,orimode
49.032454465256,8.4397210348662,115.49971008301,0.026159,0.013121,2.2769283267949,3.5933921682812,-2.8015531109963,4.5544986271592,0.14251782139385,-0.10548862618089,0.67640636100405,0.82677041082822,9.3231122883444,0.80914768712113,0.58351950367782,9.3312455830718,-0.00063134960169312,-0.013337570228724,0.22516269903103,0.0025683564641954,-0.019208901500773,0.22473620506304,0.20068383093812,0.031112698372208,4,11,4,4,0
49.03245752692,8.4397169113739,115.490234375,0.029603,0.011755,2.2984913267949,3.6126265496039,-2.9067331359798,4.6336832378774,0.17644814114759,-0.083008825181678,0.6765273490351,1.1006553338624,10.393372192303,0.80359263199441,0.81279672183183,10.411126528279,0.033141772215973,-0.0027477916147833,0.21456452125491,0.035773474969841,-0.0086657360664899,0.21402535307481,0.20068383093812,0.031112698372208,4,11,4,4,0
49.03246087994,8.4397121950831,115.48746490479,0.033527,0.014284,2.3203803267949,3.6155370589214,-3.052381170487,4.7288076327184,0.17639218987314,-0.024231315845961,0.9031660899641,1.4307354036227,10.044757276306,1.0340063145716,1.1128224139045,10.072803313842,0.031579241576406,0.028770917353631,0.19713143183641,0.034149499406952,0.022540656835433,0.19755918255248,0.20068383093812,0.031112698372208,4,11,4,4,0
49.032463927694,8.4397077138596,115.48580932617,0.031237,0.018684,2.3389113267949,3.5936695831428,-3.2058914264948,4.8143344765476,0.14107634660045,-0.033005034585993,0.78271946614434,1.6252665646366,9.3558019457562,0.93539838131546,1.3271119447029,9.3888028120203,-0.012096224160374,0.047321763928036,0.18275324610591,-0.0091017085792365,0.041491281629816,0.18437756866029,0.20271408436515,0.031112698372208,4,11,4,4,0
49.032467227731,8.4397025538804,115.47719573975,0.025283,0.023534,2.3574823267949,3.552416199337,-3.3766224977194,4.9010525094651,0.083825807088866,-0.074014188770776,0.59308610554218,1.5802296170362,9.5122876834855,0.7926097295256,1.310617532404,9.5390246029441,-0.056116563208251,0.051634471380738,0.16760358912671,-0.052591555599519,0.046857657974782,0.17018335163606,0.20271408436515,0.031112698372208,4,11,4,4,0
49.032470231222,8.439697672392,115.46709442139,0.020196,0.02784,2.3733073267949,3.533341807199,-3.4854229634549,4.9629046752936,0.074090284975039,-0.073895889479734,0.26262762025151,0.78670623779946,9.9603185985359,0.51622746102903,0.55838472592868,9.9675057958997,-0.05231258808909,0.047249819596651,0.15777250993601,-0.048279747411171,0.043598255562819,0.16010004026299,0.20271408436515,0.031112698372208,4,11,4,4,0
49.032473196032,8.4396927185858,115.45805358887,0.018435,0.030712,2.3890993267949,3.5442482926337,-3.5390427932569,5.0071113691248,0.12423494437066,-0.054507758392841,0.10745972104946,0.41571579329295,9.7392162082939,0.38931969836233,0.22581164168998,9.7390470327172,-0.022052878600366,0.034027055899185,0.1540145754995,-0.017574059636644,0.031013894811075,0.15519946285465,0.20271408436515,0.031112698372208,4,11,4,4,0
49.032476538686,8.4396872193701,115.44914245605,0.021561,0.030332,2.4045933267949,3.5279248225044,-3.6007749377404,5.0387926962252,0.15276609921278,-0.054541303094338,0.0085826585391852,0.958904087862,9.764537241699,0.30373318564638,0.76102384378165,9.7777635941481,0.019539489382752,0.005513562457073,0.13793889929079,0.023690769254613,0.0027276284183915,0.13735395883963,0.20271408436515,0.031112698372208,4,11,4,4,0
49.032479446911,8.4396820227634,115.4369430542,0.019065,0.029093,2.4154923267949,3.4531548909032,-3.7054166093281,5.064601081654,0.089619470795443,-0.12240772229042,-0.19739401694327,1.631204274298,9.1783411610591,0.075298370599119,1.4467058990062,9.211155842876,-0.021109109099503,-0.0076119295484299,0.11087251842123,-0.017812687705281,-0.0098434007450998,0.11126990826425,0.20271408436515,0.031112698372208,4,11,4,4,0
49.032482640162,8.4396762329493,115.41440582275,0.012403,0.02303,2.4247813267949,3.3791736710526,-3.7831318100507,5.0726742040047,0.036515623676691,-0.2056659672419,-0.19184630593647,0.63502391055267,9.0369082223943,0.042930752452185,0.49566231208595,9.048969931873,-0.054997275819523,-0.050521434177283,0.088327901942565,-0.052686777760394,-0.051898940033526,0.088967477161641,0.20271408436515,0.031112698372208,4,11,4,4,0
