lat,lon,alt,roll,pitch,yaw,vn,ve,vf,vl,vu,ax,ay,ay,af,al,au,wx,wy,wz,wf,wl,wu,pos_accuracy,vel_accuracy,navstat,numsats,posmode,velmode,orimode
49.033411000326,8.3376476293265,115.08670806885,0.055126,-0.036166,-2.5402619803847,-2.2453869481636,-3.2692486467658,3.9660754574082,-0.0039138543764704,0.20476419883171,-0.4704469997215,0.73270821617178,9.7398681935175,-0.82249695671451,0.17667453589486,9.7423876754268,-0.032466252234338,-0.00078043347896805,0.0085584972950106,-0.032751810657273,-0.0012600203059097,0.0073293404566755,0.28010355228022,0.029,4,12,4,4,6
49.033409025642,8.3376433008444,115.10401916504,0.051748,-0.036504,-2.5378819803847,-2.207917356689,-3.2000240045687,3.8878039446514,-0.0058203785515624,0.19414462640241,-0.36307125863327,0.47361341131472,9.7314706853087,-0.71746727272674,-0.047562163545701,9.7234982793625,-0.030435769880811,-0.00048563044340869,0.02164665934276,-0.031202546854446,-0.0016285766080334,0.020467429603167,0.28010355228022,0.029,4,12,4,4,6
49.033406906082,8.3376386089025,115.11808776855,0.052338,-0.035138,-2.5329649803847,-2.1416765957775,-3.1597634313223,3.8169261438996,0.039730277294217,0.17949504095739,-0.21941194008923,0.059468845738108,9.6095247415935,-0.56218341610588,-0.44036238376169,9.5857700969605,0.007067212784065,0.01272067031468,0.044068853990021,0.0054737634222538,0.010418803397376,0.044880774057977,0.28010355228022,0.029,4,12,4,4,6
49.033405031006,8.3376343546439,115.1254196167,0.06006,-0.034464,-2.5254249803847,-2.0714480622295,-3.1459117390731,3.7648614600128,0.11202728383582,0.14276906294224,-0.11806948938458,0.2402150857672,9.4668057697067,-0.44737242856451,-0.29178851006551,9.4563502424437,0.070986206991754,0.010006714146233,0.071887062948644,0.068435671983425,0.0059141899475623,0.074732311826169,0.28010355228022,0.029,4,12,4,4,6
49.033403137936,8.3376301410864,115.1324005127,0.066847,-0.035106,-2.5159759803847,-2.0958428616351,-3.1117663776701,3.750379165781,0.10386593787334,0.13501143585689,0.34514509258251,1.2541080428389,9.8330968142999,0.00047954391251923,0.62923949179102,9.9004674961241,0.066693814761893,0.00068551137957366,0.091651201464152,0.063470479348199,-0.0051542417286013,0.093746376545907,0.28010355228022,0.029,4,12,4,4,6
49.033400973315,8.337625590619,115.14241790771,0.067625,-0.034876,-2.5025549803847,-2.1716365946044,-3.0737778994769,3.7631627088516,0.064120638333055,0.15783500230408,0.57722831525643,1.1768474290424,9.6285560845796,0.23874228758663,0.52828434553304,9.7003946423207,0.012930524301972,0.0089365389848393,0.12213817034763,0.0086485896837265,0.0006904718568499,0.1228402708611,0.28010355228022,0.029,4,12,4,4,6
49.033398931856,8.3376215041334,115.1501083374,0.063773,-0.034404,-2.4864149803847,-2.247742214441,-3.0403298891583,3.7811248425219,0.036837525762113,0.18942760527082,0.63123532457825,1.6949016946653,10.2166018898,0.27204766046563,1.0200816611225,10.321466310566,-0.029479128507232,0.017686745696589,0.1554236801463,-0.034898300513376,0.0074463779274456,0.15512255743724,0.28010355228022,0.029,4,12,4,4,6
49.033396787519,8.3376174911381,115.15838623047,0.057332,-0.031571,-2.4697339803847,-2.3502814100493,-3.0054933062706,3.8157376906778,-0.0040773190945595,0.21617119406061,0.74010355731828,1.5077554759348,9.7485430686962,0.4166691084503,0.91253477873844,9.8413859858163,-0.054318405265799,0.032786781385485,0.163098694414,-0.059698093497585,0.022839299794632,0.16291502907253,0.28151731740694,0.029698484809835,4,12,4,4,6
49.033394364798,8.337613018426,115.16924285889,0.051921,-0.030883,-2.4506709803847,-2.4217990472279,-3.0186611679832,3.8700808985679,0.019529088531366,0.16474013869076,0.82294634055157,0.57548402932084,9.0856848875956,0.53922311620034,0.080298912575101,9.126008931849,-0.036858687425967,0.013087878302979,0.17286970775392,-0.042225241513604,0.0036998950006724,0.17212741118469,0.28151731740694,0.029698484809835,4,12,4,4,6
49.033392116396,8.337608889525,115.16929626465,0.052813,-0.032973,-2.4324339803847,-2.4720639033396,-3.0579222572236,3.9313602530857,0.075227469706657,0.11867924909785,0.97161126169838,0.64514136270451,9.4883517866458,0.66634023623449,0.14447357681373,9.5356587169228,0.0079028567678395,-0.0070030320351726,0.18122581409436,0.0021117886072392,-0.016531842588178,0.18079406695567,0.28151731740694,0.029698484809835,4,12,4,4,6
